"Fecha Retiro","Iniciativa","Cod. Serial","Vintage Inicial","Vintage Final","Año absorción","Cod. Seriales Entregados","Destinación","Usuario Final","Nit Usuario Final","Sujeto Pasivo","Nit Sujeto Pasivo","TCO2e Entregadas"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95257-95285","Impuesto al Carbono","HELISTAR SAS","811020344-6","ORGANIZACIÓN TERPEL SA","830095213-0 ","29"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95255-95256","Impuesto al Carbono","HELISTAR SAS","811020344-6","CHEVRON PETROLEUM COMPANY","860005223-9","2"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-95067-95254","Impuesto al Carbono","HELISTAR SAS","811020344-6","CHEVRON PETROLEUM COMPANY","860005223-9","188"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-94917-95066","Impuesto al Carbono","EQUIRENT VEHICULOS Y MAQUINARIA","901253015-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","150"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-94732-94916","Impuesto al Carbono","EQUIRENT SA","800204462-8","ORGANIZACIÓN TERPEL SA","830095213-0 ","185"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-94729-94731","Impuesto al Carbono","EQUIRENT BLINDADOS","900248356-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","3"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-94543-94728","Impuesto al Carbono","COMERCIAL NUTRESA S.A.S.","900341086-0","PRIMAX COLOMBIA SA","860002554-8","186"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-93625-94542","Impuesto al Carbono","COLTUGS SAS","900485260-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","918"
"14/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-93310-93624","Impuesto al Carbono","BIMBO DE COLOMBIA S.A.","830002366-0","ORGANIZACIÓN TERPEL SA","830095213-0 ","315"
"14/11/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-28836-29342","Impuesto al Carbono","GBUSES","900358864-9","CHEVRON PETROLEUM COMPANY","860005223-9","507"
"14/11/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-27924-28835","Impuesto al Carbono","GMOVIL SAS","900364704-3","CHEVRON PETROLEUM COMPANY","860005223-9","912"
"14/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-83272-83466","Impuesto al Carbono","GEOPARK COLOMBIA SAS","900493698-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","195"
"10/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-82577-83271","Compensacion voluntaria","RH SAS ESP","805007083-3","RH SAS ESP","805007083-3","695"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92890-93309","Compensacion voluntaria","INSTRUMENTOS &  CONTROLES S A","860031068-3","INSTRUMENTOS &  CONTROLES S A","860031068-3","420"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92840-92889","Compensacion voluntaria","CONSORCIO INEMEC  -PYC","901547018-9","CONSORCIO INEMEC  -PYC","901547018-9","50"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92770-92839","Compensacion voluntaria","CONSORCIO INEMEC  -PYC","901547018-9","CONSORCIO INEMEC  -PYC","901547018-9","70"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92766-92769","Compensacion voluntaria","SERVICIOS Y  MONTAJES SOMOS  SAS","900518605-5","SERVICIOS Y  MONTAJES SOMOS  SAS","900518605-5","4"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92714-92765","Compensacion voluntaria"," CONSORCIO  MORENO TAFURT SA","805026500-4"," CONSORCIO  MORENO TAFURT SA","805026500-4","52"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92695-92713","Compensacion voluntaria","PEDRO C GOMEZ  CONSTRUCTORA  S.A.S","900069348-1","PEDRO C GOMEZ  CONSTRUCTORA  S.A.S","900069348-1","19"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92679-92694","Compensacion voluntaria","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","16"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92678-92678","Compensacion voluntaria","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","1"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92674-92677","Compensacion voluntaria","GRUPO CONSTRUCTOR  KAPITAL SAS","900786891-3","GRUPO CONSTRUCTOR  KAPITAL SAS","900786891-3","4"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92624-92673","Compensacion voluntaria","PARROQUIA JUAN PABLO  II","900294710-7","PARROQUIA JUAN PABLO  II","900294710-7","50"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92564-92623","Compensacion voluntaria","CONSORCIO OBRAS DE  CONTROL RIOFRIO","901628316-7","CONSORCIO OBRAS DE  CONTROL RIOFRIO","901628316-7","60"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92497-92563","Compensacion voluntaria","FUNDACION GIMNASIO  CAMPESTRE","860043106-7","FUNDACION GIMNASIO  CAMPESTRE","860043106-7","67"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92493-92496","Compensacion voluntaria","JMV CONSTRUKTORA SAS ","900521357-4","JMV CONSTRUKTORA SAS ","900521357-4","4"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92443-92492","Compensacion voluntaria","SAN FELIPE  CONSTRUCCIONES SAS","900996881-0","SAN FELIPE  CONSTRUCCIONES SAS","900996881-0","50"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92278-92442","Compensacion voluntaria","CONSTRUCTORA  SOLANILLAS SAS","805016128-4","CONSTRUCTORA  SOLANILLAS SAS","805016128-4","165"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92257-92277","Compensacion voluntaria","TANQUES DEL NORDESTE S A","800092024-2","TANQUES DEL NORDESTE S A","800092024-2","21"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92222-92256","Compensacion voluntaria","URBACOLOMBIA SAS ","900575130-1","URBACOLOMBIA SAS ","900575130-1","35"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92137-92221","Compensacion voluntaria","URBACOLOMBIA SAS ","900575130-1","URBACOLOMBIA SAS ","900575130-1","85"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92120-92136","Compensacion voluntaria","OTACC SA","890201201-6","OTACC SA","890201201-6","17"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92117-92119","Compensacion voluntaria","HABITARE ESPACIOS SAS","901532589-7","HABITARE ESPACIOS SAS","901532589-7","3"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92107-92116","Compensacion voluntaria","FINANCIAL Y REAL STATE MARKETING SA","900422805-8","FINANCIAL Y REAL STATE MARKETING SA","900422805-8","10"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-92044-92106","Compensacion voluntaria","DURCOL CONSTRUCCIONES SAS","900498154-8","DURCOL CONSTRUCCIONES SAS","900498154-8","63"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91851-92043","Compensacion voluntaria","CONSORCIO EE CANOAS","901233934-2","CONSORCIO EE CANOAS","901233934-2","193"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91796-91850","Compensacion voluntaria","CONSORCIO EE CANOAS","901233934-2","CONSORCIO EE CANOAS","901233934-2","55"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91738-91795","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","58"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91732-91737","Compensacion voluntaria"," CONSORCIO  MORENO TAFURT SA","805026500-4"," CONSORCIO  MORENO TAFURT SA","805026500-4","6"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91713-91731","Compensacion voluntaria","INCODEQUIPOS SAS","900370081-8","INCODEQUIPOS SAS","900370081-8","19"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91705-91712","Compensacion voluntaria","PEDRO C GOMEZ  CONSTRUCTORA  S.A.S","900069348-1","PEDRO C GOMEZ  CONSTRUCTORA  S.A.S","900069348-1","8"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91676-91704","Compensacion voluntaria"," UNION TEMPORAL  EL TULIPAN","901415460-5"," UNION TEMPORAL  EL TULIPAN","901415460-5","29"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91625-91675","Compensacion voluntaria","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","51"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91621-91624","Compensacion voluntaria","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","DESARROLLOS  INMOBILIARIOS EL  CARMEN","901360990-9","4"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91614-91620","Compensacion voluntaria","GRUPO CONSTRUCTOR  KAPITAL SAS","900786891-3","GRUPO CONSTRUCTOR  KAPITAL SAS","900786891-3","7"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91562-91613","Compensacion voluntaria","PARROQUIA JUAN PABLO  II","900294710-7","PARROQUIA JUAN PABLO  II","900294710-7","52"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91450-91561","Compensacion voluntaria","CONSORCIO OBRAS DE  CONTROL RIOFRIO","901628316-7","CONSORCIO OBRAS DE  CONTROL RIOFRIO","901628316-7","112"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91402-91449","Compensacion voluntaria","FUNDACION GIMNASIO  CAMPESTRE","860043106-7","FUNDACION GIMNASIO  CAMPESTRE","860043106-7","48"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91393-91401","Compensacion voluntaria","JMV CONSTRUKTORA SAS ","900521357-4","JMV CONSTRUKTORA SAS ","900521357-4","9"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91342-91392","Compensacion voluntaria","SAN FELIPE  CONSTRUCCIONES SAS","900996881-0","SAN FELIPE  CONSTRUCCIONES SAS","900996881-0","51"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91178-91341","Compensacion voluntaria","CONSTRUCTORA  SOLANILLAS SAS","805016128-4","CONSTRUCTORA  SOLANILLAS SAS","805016128-4","164"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91159-91177","Compensacion voluntaria","TANQUES DEL NORDESTE S A","800092024-2","TANQUES DEL NORDESTE S A","800092024-2","19"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-91132-91158","Compensacion voluntaria","URBACOLOMBIA SAS ","900575130-1","URBACOLOMBIA SAS ","900575130-1","27"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90892-91131","Compensacion voluntaria","URBACOLOMBIA SAS ","900575130-1","URBACOLOMBIA SAS ","900575130-1","240"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90889-90891","Compensacion voluntaria","OTACC SA","890201201-6","OTACC SA","890201201-6","3"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90842-90888","Compensacion voluntaria","HABITARE ESPACIOS SAS","901532589-7","HABITARE ESPACIOS SAS","901532589-7","47"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90788-90841","Compensacion voluntaria","DURCOL CONSTRUCCIONES SAS","900498154-8","DURCOL CONSTRUCCIONES SAS","900498154-8","54"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90786-90787","Compensacion voluntaria","CONSORCIO EE CANOAS","901233934-2","CONSORCIO EE CANOAS","901233934-2","2"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90665-90785","Compensacion voluntaria","CONSORCIO EE CANOAS","901233934-2","CONSORCIO EE CANOAS","901233934-2","121"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90546-90664","Compensacion voluntaria","CONSORCIO EE CANOAS","901233934-2","CONSORCIO EE CANOAS","901233934-2","119"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90445-90545","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","101"
"07/11/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-90439-90444","Compensacion voluntaria","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","CONSTRUCTORA SESTRAL SA-EDIFICIO 9 78","800210871-1","6"
"03/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-82203-82576","Compensacion voluntaria","SOCIEDAD TEQUENDAMA S A","860006543-5","SOCIEDAD TEQUENDAMA S A","860006543-5","374"
"03/11/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2016","5/12/2008","6/17/2022","2016","Colcx-14-0011-2016-14060-14095","Compensacion voluntaria","LOTERÍA DE MEDELLÍN","890980058-1","LOTERÍA DE MEDELLÍN","890980058-1","36"
"30/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-87725-90438","Impuesto al Carbono","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","2714"
"25/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-86725-87724","Compensacion voluntaria","VICPAR SA","800042119-1","VICPAR SA","800042119-1","1000"
"18/10/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2019","1/1/2018","6/30/2022","2019","COLCX-14-0022-2019-892308-945080","Impuesto al Carbono","ZEUSS SAS","811043174-1","ZEUSS SAS","811043174-1","52773"
"18/10/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-82045-82202","Compensacion voluntaria","HELISTAR SAS","811020344-6","HELISTAR SAS","811020344-6","158"
"17/10/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2020","5/12/2008","6/17/2022","2020","COLCX-14-0011-2020-81983-82044","Compensacion voluntaria","HELISTAR SAS","811020344-6","HELISTAR SAS","811020344-6","62"
"13/10/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-25655-27923","Impuesto al Carbono","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","COMBUSTIBLES Y TRANSPORTES HERNANDEZ","830118785-2","2269"
"12/10/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2016","5/12/2008","6/17/2022","2016","Colcx-14-0011-2016-13983-14059","Compensacion voluntaria","COMERCIAL CARD S.A.S.","900294369-8","COMERCIAL CARD S.A.S.","900294369-8","77"
"12/10/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2016","5/12/2008","6/17/2022","2016","Colcx-14-0011-2016-13423-13982","Compensacion voluntaria","NUVANT SAS","890906119-6","NUVANT SAS","890906119-6","560"
"12/10/2023","PROYECTO FORESTAL CO2CERO CAUCHO PL UNO","COLCX-14-0011-2017","5/12/2008","6/17/2022","2017","Colcx-14-0011-2017-13850-16289","Compensacion voluntaria","NUVANT SAS","890906119-6","NUVANT SAS","890906119-6","2440"
"12/10/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2019","1/1/2018","6/30/2022","2019","COLCX-14-0022-2019-856556-892307","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","35752"
"12/10/2023","Conservando la Vida del Mundo, Mowíchina arü Maü, Río Cotuhe y Putumayo","COLCX-14-0022-2018","1/1/2018","6/30/2022","2018","COLCX-14-0022-2018-0884873-1009120","Impuesto al Carbono","CHEVRON PETROLEUM COMPANY","860005223-9","CHEVRON PETROLEUM COMPANY","860005223-9","124248"
"11/10/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-25148-25654","Impuesto al Carbono","GBUSES","900358864-9","CHEVRON PETROLEUM COMPANY","860005223-9","507"
"11/10/2023","PROGRAMA DE INCENTIVOS FOTOVOLTAICOS DE COLOMBIA","COLCX-01-0028-2022","8/29/2019","5/31/2023","2022","COLCX-01-0028-2022-24154-25147","Impuesto al Carbono","GMOVIL SAS","900364704-3","CHEVRON PETROLEUM COMPANY","860005223-9","994"
"09/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-86177-86724","Impuesto al Carbono","AMERISUR EXPLORACIÓN COLOMBIA LTDA","900089005-4","ORGANIZACIÓN TERPEL SA","830095213-0 ","548"
"09/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-85629-86176","Impuesto al Carbono","GEOPARK COLOMBIA SAS","900493698-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","548"
"09/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-85585-85628","Impuesto al Carbono","TRANSPORTE  REFRIGERADO Y LIQUIDO  SAS","900571157-1","ORGANIZACIÓN TERPEL SA","830095213-0 ","44"
"09/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-84554-85584","Impuesto al Carbono","INGENIO CARMELITA","891900196-1","PRIMAX COLOMBIA SA","860002554-8","1031"
"06/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-84507-84553","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","47"
"06/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-84444-84506","Impuesto al Carbono","SERVICIO AEREO DE CAPURGANA - SEARCA S.A","800180943-3","CHEVRON PETROLEUM COMPANY","860005223-9","63"
"06/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-84047-84443","Impuesto al Carbono","INGENIO PICHICHÍ","891300513-7","PRIMAX COLOMBIA SA","860002554-8","397"
"06/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-82796-84046","Impuesto al Carbono","OPPERAR COLOMBIA S.A.S.","900743592-1","PRIMAX COLOMBIA SA","860002554-8","1251"
"06/10/2023","Proyecto Forestal CO2CERO Casanare","COLCX-14-0014-2022","11/26/2020","7/4/2024","2022","COLCX-14-0014-2022-82430-82795","Impuesto al Carbono","CEMEX TRANSPORTES DE COLOMBIA SA","830078000-7","ORGANIZACIÓN TERPEL SA","830095213-0 ","366"
