Fecha de retiro;Proyecto;Año;Cod. Vintage;Cod. COLCERs retirados;Propósito del retiro;Usuario final;Sujeto pasivo;COLCERs retirados
2023-10-19 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-0568-1101;Compensación voluntaria;900.573.191-1 - CACIQUE EL CENTRO COMERCIAL Y DE NEGOCIOS PROPIEDAD HORIZONTAL;900.573.191-1 - CACIQUE EL CENTRO COMERCIAL Y DE NEGOCIOS PROPIEDAD HORIZONTAL;534
2023-10-06 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2019;COLCX-14-0025-2019;COLCX-14-0025-2019-0930-1081;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;830.095.213-0 - ORGANIZACIÓN TERPEL SA;152
2023-10-06 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2019;COLCX-14-0025-2019;COLCX-14-0025-2019-1082-1892;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;811
2023-10-06 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2019;COLCX-14-0025-2019;COLCX-14-0025-2019-1893-1933;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;900.047.822-5 - PETROBRAS COLOMBIA COMBUSTIBLES SA;41
2023-10-06 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2019;COLCX-14-0025-2019;COLCX-14-0025-2019-1934-3048;Impuesto al Carbono;800.185.306-4 - COLVANES SAS;860.005.223-9 - CHEVRON PETROLEUM COMPANY;1115
2023-10-06 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2020;COLCX-14-0025-2020;COLCX-14-0025-2020-001-963;Impuesto al Carbono;860.040.576-1 - COLTANQUES SAS;900.047.822-5 - PETROBRAS COLOMBIA COMBUSTIBLES SA;963
2023-10-06 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2020;COLCX-14-0025-2020;COLCX-14-0025-2020-0964-2091;Impuesto al Carbono;860.025.900-2 - Alpina Productos Alimenticios S.A. BIC.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1128
2023-10-06 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-1781-3021;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1241
2023-10-06 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-3022-5059;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;2038
2023-10-05 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-957-995;Compensación voluntaria;890.900.608-9 - ALMACENES EXITO S.A.;890.900.608-9 - ALMACENES EXITO S.A.;39
2023-10-05 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-0996-1155;Compensación voluntaria;900.072.322-1 - CENTRO COMERCIAL SAN PEDRO PLAZA COMERCIAL;900.072.322-1 - CENTRO COMERCIAL SAN PEDRO PLAZA COMERCIAL;160
2023-09-27 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-801-824;Compensación voluntaria;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;24
2023-09-27 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-825-939;Compensación voluntaria;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;115
2023-09-27 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-940-956;Compensación voluntaria;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;17
2023-09-27 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-1094-1193;Compensación voluntaria;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;900.531.292-7 - PATRIMONIOS AUTONOMOS CREDICORP CAPITAL FIDUCIARIA S.A;100
2023-09-26 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-350-643;Compensación voluntaria;830.054.539-0 - PATRIMONIOS AUTONOMOS FIDUCIARIA BANCOLOMBIA S A SOCIEDAD FIDUCIARIA;830.054.539-0 - PATRIMONIOS AUTONOMOS FIDUCIARIA BANCOLOMBIA S A SOCIEDAD FIDUCIARIA;294
2023-09-26 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-644-787;Compensación voluntaria;830.054.539-0 - PATRIMONIOS AUTONOMOS FIDUCIARIA BANCOLOMBIA S A SOCIEDAD FIDUCIARIA;830.054.539-0 - PATRIMONIOS AUTONOMOS FIDUCIARIA BANCOLOMBIA S A SOCIEDAD FIDUCIARIA;144
2023-09-26 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-788-800;Compensación voluntaria;830.054.539-0 - PATRIMONIOS AUTONOMOS FIDUCIARIA BANCOLOMBIA S A SOCIEDAD FIDUCIARIA;830.054.539-0 - PATRIMONIOS AUTONOMOS FIDUCIARIA BANCOLOMBIA S A SOCIEDAD FIDUCIARIA;13
2023-09-25 0:00:00;Carbono La Tabaca - AGI;2020;COLCX-14-0020-2020;COLCX-14-0020-2020-104-636;Compensación voluntaria;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;533
2023-09-19 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-230-349;Compensación voluntaria;800.044.402-9 - INVERSIONES MEDICAS DE ANTIOQUIA S.A.;800.044.402-9 - INVERSIONES MEDICAS DE ANTIOQUIA S.A.;120
2023-09-14 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-41-75;Compensación voluntaria;900.246.222-1 - CENTRO COMERCIAL BRISAS PLAZA SHOPPING - PROPIEDAD HORIZONTAL;900.246.222-1 - CENTRO COMERCIAL BRISAS PLAZA SHOPPING - PROPIEDAD HORIZONTAL;35
2023-09-14 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-76-87;Compensación voluntaria;900.196.939-6 - CENTRO COMERCIAL PORTAL DE LA SABANA P H.;900.196.939-6 - CENTRO COMERCIAL PORTAL DE LA SABANA P H.;12
2023-09-14 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-933-971;Compensación voluntaria;900.344.537-4 - IWANA EL CENTRO COMERCIAL DE BARRANCABERMEJA P.H.;900.344.537-4 - IWANA EL CENTRO COMERCIAL DE BARRANCABERMEJA P.H.;39
2023-09-14 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-0972-1001;Compensación voluntaria;900.159.661-7 - LA SABANA CENTRO COMERCIAL;900.159.661-7 - LA SABANA CENTRO COMERCIAL;30
2023-09-14 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-088-229;Compensación voluntaria;900.159.661-7 - LA SABANA CENTRO COMERCIAL;900.159.661-7 - LA SABANA CENTRO COMERCIAL;142
2023-09-14 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-1002-1014;Compensación voluntaria;811.040.831-7 - CONSULTAGUAS SAS BIC;811.040.831-7 - CONSULTAGUAS SAS BIC;13
2023-09-14 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-1015-1093;Compensación voluntaria;901.483.038 - CENTRO DE GESTION SOSTENIBLE S.A.S. E.S.P;901.483.038 - CENTRO DE GESTION SOSTENIBLE S.A.S. E.S.P;79
2023-09-13 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-01-16;Compensación voluntaria;900.861.266-0 - Top Drive S.A.S;900.861.266-0 - Top Drive S.A.S;16
2023-09-13 0:00:00;Orinoquia Asociativo;2017;COLCX-14-0026-2017;COLCX-14-0026-2017-17-40;Compensación voluntaria;901.437.957-8 - EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA - ACTIVA;901.437.957-8 - EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA - ACTIVA;24
2023-09-11 0:00:00;Orinoquia Asociativo;2018;COLCX-14-0026-2018;COLCX-14-0026-2018-4011-4472;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;462
2023-09-11 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-1166-1780;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;615
2023-09-08 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2018;COLCX-14-0025-2018;COLCX-14-0025-2018-1171-2267;Impuesto al Carbono;860.025.900-2 - Alpina Productos Alimenticios S.A. BIC.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1097
2023-09-08 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-559-560;Compensación voluntaria;900.168.246-1 - WICOM NETWORKS S.A.S;900.168.246-1 - WICOM NETWORKS S.A.S;2
2023-09-08 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-561-567;Compensación voluntaria;900.656.852-9 - GLOBALSAT COLOMBIA TELECOMUNICACIONES SAS;900.656.852-9 - GLOBALSAT COLOMBIA TELECOMUNICACIONES SAS;7
2023-09-07 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2018;COLCX-14-0025-2018;COLCX-14-0025-2018-0001-1170;Impuesto al Carbono;890.922.447-4 - CONSTRUCCIONES EL CONDOR S.A. ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1170
2023-09-07 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2019;COLCX-14-0025-2019;COLCX-14-0025-2019-001-381;Impuesto al Carbono;890.922.447-4 - CONSTRUCCIONES EL CONDOR S.A. ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;381
2023-09-07 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2019;COLCX-14-0025-2019;COLCX-14-0025-2019-382-929;Impuesto al Carbono;890.922.447-4 - CONSTRUCCIONES EL CONDOR S.A. ;830.095.213-0 - ORGANIZACIÓN TERPEL SA;548
2023-09-06 0:00:00;Orinoquia Asociativo;2018;COLCX-14-0026-2018;COLCX-14-0026-2018-3164-4010;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;847
2023-09-06 0:00:00;Orinoquia Asociativo;2019;COLCX-14-0026-2019;COLCX-14-0026-2019-0001-1165;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1165
2023-08-30 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-289-558;Compensación voluntaria;900.341.222-6 - CENTRO COMERCIAL Y EMPRESARIAL SAN SILVESTRE;900.341.222-6 - CENTRO COMERCIAL Y EMPRESARIAL SAN SILVESTRE;270
2023-08-29 0:00:00;Carbono La Tabaca - AGI;2019;COLCX-14-0020-2019;COLCX-14-0020-2019-0816-1246;Compensación voluntaria;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;431
2023-08-29 0:00:00;Carbono La Tabaca - AGI;2020;COLCX-14-0020-2020;COLCX-14-0020-2020-001-103;Compensación voluntaria;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;890.206.034-5 - CONSTRUCCIONES DISEÑOS ESTUDIOS S.A.;103
2023-08-16 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-776-932;Compensación voluntaria;813.008.405 - INVERSIONES TRACTO- EXPRESS LTDA;813.008.405 - INVERSIONES TRACTO- EXPRESS LTDA;157
2023-08-10 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-644-775;Compensación voluntaria;860.075.787 - JOLI FOODS S.A.S.;860.075.787 - JOLI FOODS S.A.S.;132
2023-08-10 0:00:00;Orinoquia Asociativo;2018;COLCX-14-0026-2018;COLCX-14-0026-2018-0001-1926;Impuesto al Carbono;860.350.697-4 - CONCRETOS ARGOS S.A.S.;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1926
2023-08-10 0:00:00;Orinoquia Asociativo;2018;COLCX-14-0026-2018;COLCX-14-0026-2018-1927-3163;Impuesto al Carbono;890.100.251-0 - CEMENTOS ARGOS S.A;830.095.213-0 - ORGANIZACIÓN TERPEL SA;1237
2023-08-02 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-287-288;Compensación voluntaria;901.281.415-6 - FUNDACION PROBARRANCABERMEJA  100;901.281.415-6 - FUNDACION PROBARRANCABERMEJA  100;2
2023-07-25 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-587-643;Compensación voluntaria;890.908.777-1 - POLCO S.A.S.;890.908.777-1 - POLCO S.A.S.;57
2023-07-21 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-256-286;Compensación voluntaria;901.593.393-1 - ULIFE OPERADOR DE EXPERIENCIAS  SAS;901.593.393-1 - ULIFE OPERADOR DE EXPERIENCIAS  SAS;31
2023-07-11 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-133-296;Compensación voluntaria;890.937.010 - CASA FERRETERA S.A.S.;890.937.010 - CASA FERRETERA S.A.S.;164
2023-07-11 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-297-431;Compensación voluntaria;556.075-3.815 - Mustadfors Bruks Aktiebolag;556.075-38-5 - Mustadfors Bruks Aktiebolag;135
2023-07-11 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-432-586;Compensación voluntaria;900.839.078 - O-TEK CENTRAL S.A.S.;900.839.078 - O-TEK CENTRAL S.A.S.;155
2023-06-23 0:00:00;Proyecto de reducción de emisiones de la Comercializadora Global Grupo García;2017;COLCX-14-0025-2017;COLCX-14-0025-2017-001-846;Compensación voluntaria;860.025.900-2 - Alpina Productos Alimenticios S.A. BIC.;860.025.900-2 - Alpina Productos Alimenticios S.A. BIC.;846
2023-06-23 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2254-2499;Compensación voluntaria;811.020.344-6 - HELISTAR SAS;811.020.344-6 - HELISTAR SAS;246
2023-06-23 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2500-2576;Compensación voluntaria;811.020.344-6 - HELISTAR SAS;811.020.344-6 - HELISTAR SAS;77
2023-06-21 0:00:00;Orinoquia Asociativo;2014;COLCX-14-0026-2014;COLCX-14-0026-2014-1-9;Compensación voluntaria;890.326.050-8 - AGRICOLA HIMALAYA S.A.;890.326.050-8 - AGRICOLA HIMALAYA S.A.;9
2023-06-21 0:00:00;Orinoquia Asociativo;2015;COLCX-14-0026-2015;COLCX-14-0026-2015-165-260;Compensación voluntaria;890.326.050-8 - AGRICOLA HIMALAYA S.A.;890.326.050-8 - AGRICOLA HIMALAYA S.A.;96
2023-06-21 0:00:00;Orinoquia Asociativo;2016;COLCX-14-0026-2016;COLCX-14-0026-2016-001-132;Compensación voluntaria;890.326.050-8 - AGRICOLA HIMALAYA S.A.;890.326.050-8 - AGRICOLA HIMALAYA S.A.;132
2023-06-16 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1600-1611;Compensación voluntaria;830.510.146-6 - MP ARQUITECTURA INTEGRAL S.A.S;830.510.146-6 - MP ARQUITECTURA INTEGRAL S.A.S;12
2023-06-16 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1612-1614;Compensación voluntaria;890.929.416-8 - GÓMEZ ARBOLEDA FRÍO AIRE S.A.S;890.929.416-8 - GÓMEZ ARBOLEDA FRÍO AIRE S.A.S;3
2023-06-16 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1615-2011;Compensación voluntaria;800.141.734-4 - METALPAR S.A.S.;800.141.734-4 - METALPAR S.A.S.;397
2023-06-16 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-2012-2466;Compensación voluntaria;811.025.696-6 - AUTOFAX S.A.;811.025.696-6 - AUTOFAX S.A.;455
2023-06-16 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-2467-2552;Compensación voluntaria;830.041.829-5 - BOCCHERINI S.A.S;830.041.829-5 - BOCCHERINI S.A.S;86
2023-06-13 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-075-255;Compensación voluntaria;900.190.544-3 - CENTRO COMERCIAL PREMIUM PLAZA P.H.;900.190.544-3 - CENTRO COMERCIAL PREMIUM PLAZA P.H.;181
2023-06-09 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2015;COLCX-14-0017-2015;COLCX-14-0017-2015-2585-2586;Compensación voluntaria;800.156.044-6 - Compañía Puertos Asociados SA - COMPAS SA;800.156.044-6 - Compañía Puertos Asociados SA - COMPAS SA;2
2023-05-31 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-73-74;Compensación voluntaria;890.200.110-1 - CAMARA DE COMERCIO DE BUCARAMANGA;890.200.110-1 - CAMARA DE COMERCIO DE BUCARAMANGA;2
2023-05-23 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-71-72;Compensación voluntaria;890.900.762-5 - ASOCIACION NACIONAL DE EMPRESARIOS DE COLOMBIA - ANDI;890.900.762-5 - ASOCIACION NACIONAL DE EMPRESARIOS DE COLOMBIA - ANDI;2
2023-05-19 0:00:00;Orinoquia Asociativo;2015;COLCX-14-0026-2015;COLCX-14-0026-2015-001-164;Compensación voluntaria;900.335.275-1 - INGENIERIA Y SERVICIOS TECNICOS SERINGTEC S.A.S;900.335.275-1 - INGENIERIA Y SERVICIOS TECNICOS SERINGTEC S.A.S;164
2023-05-05 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1486-1585;Compensación voluntaria;900.438.590-1 - ITT GOULDS PUMPS COLOMBIA S.A.S;900.438.590-1 - ITT GOULDS PUMPS COLOMBIA S.A.S;100
2023-05-05 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1586-1589;Compensación voluntaria;800.154.576-3 - SERVILABOR S.A.S.;800.154.576-3 - SERVILABOR S.A.S.;4
2023-05-05 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1590-1599;Compensación voluntaria;901.373.117-1 - TEXVINYL S.A.S BIC;901.373.117-1 - TEXVINYL S.A.S BIC;10
2023-05-02 0:00:00;Carbono La Tabaca - AGI;2017;COLCX-14-0020-2017;COLCX-14-0020-2017-01-70;Compensación voluntaria;900.679.442-1 - CENTRO COMERCIAL UNICENTRO PALMIRA;900.679.442-1 - CENTRO COMERCIAL UNICENTRO PALMIRA;70
2023-04-25 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1480-1485;Compensación voluntaria;811.040.831-7 - CONSULTAGUAS SAS BIC;811.040.831-7 - CONSULTAGUAS SAS BIC;6
2023-04-24 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1368-1479;Compensación voluntaria;813.008.777-1 - SEGURIDAD AMBIENTE CALIDAD Y SALUD CONSULTORES S.A.S.;813.008.777-1 - SEGURIDAD AMBIENTE CALIDAD Y SALUD CONSULTORES S.A.S.;112
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-844-899;Compensación voluntaria;900.170.148-4 - ASFALTADORA ANTIOQUEÑA  S.A.S;900.170.148-4 - ASFALTADORA ANTIOQUEÑA  S.A.S;56
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-900-911;Compensación voluntaria;901.008.109-9 - CASTLEBERRY MEDIA  COLOMBIA S.A.S.;901.008.109-9 - CASTLEBERRY MEDIA  COLOMBIA S.A.S.;12
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-912-984;Compensación voluntaria;811.032.879-6 - COMERCIALIZADORA Y REPRESENTACIONES ANTIOTRADING S.A.S.;811.032.879-6 - COMERCIALIZADORA Y REPRESENTACIONES ANTIOTRADING S.A.S.;73
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-985-994;Compensación voluntaria;811.040.831-7 - CONSULTAGUAS SAS BIC;811.040.831-7 - CONSULTAGUAS SAS BIC;10
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-0995-1317;Compensación voluntaria;890.982.458-1 - Cooperativa de Vigilancia y seguridad profesional de antioquia;890.982.458-1 - Cooperativa de Vigilancia y seguridad profesional de antioquia;323
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1318-1318;Compensación voluntaria;901.435.143-0 - COMERCIALIZADORA  INTERNACIONAL PACIFIC  PREMIUM SAS;901.435.143-0 - COMERCIALIZADORA  INTERNACIONAL PACIFIC  PREMIUM SAS;1
2023-03-29 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-1319-1367;Compensación voluntaria;800.129.263-8 - VEHICULOS DE CALDAS SA  VEHICALDAS SA;800.129.263-8 - VEHICULOS DE CALDAS SA  VEHICALDAS SA;49
2023-03-27 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-444-466;Compensación voluntaria;804.005.049-1 - SANAUTOS MOTOR S.A.;804.005.049-1 - SANAUTOS MOTOR S.A.;23
2023-03-27 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-467-475;Compensación voluntaria;900.491.038-1 - SANAUTOS ASESORES DE  SEGUROS LTDA;900.491.038-1 - SANAUTOS ASESORES DE  SEGUROS LTDA;9
2023-03-27 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-476-843;Compensación voluntaria;890.200.179-7 - SANAUTOS S.A.;890.200.179-7 - SANAUTOS S.A.;368
2023-03-06 0:00:00;Carbono La Tabaca - AGI;2018;COLCX-14-0020-2018;COLCX-14-0020-2018-0854-1185;Compensación voluntaria;830.081.824-1 - RHEMA INTERNACIONAL S.A.S.;830.081.824-1 - RHEMA INTERNACIONAL S.A.S.;332
2023-03-06 0:00:00;Carbono La Tabaca - AGI;2019;COLCX-14-0020-2019;COLCX-14-0020-2019-001-815;Compensación voluntaria;830.081.824-1 - RHEMA INTERNACIONAL S.A.S.;830.081.824-1 - RHEMA INTERNACIONAL S.A.S.;815
2023-03-03 0:00:00;Carbono La Tabaca - AGI;2018;COLCX-14-0020-2018;COLCX-14-0020-2018-001-853;Compensación voluntaria;830.081.824-1 - RHEMA INTERNACIONAL S.A.S.;830.081.824-1 - RHEMA INTERNACIONAL S.A.S.;853
2023-02-10 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-415-431;Compensación voluntaria;860.039.444-6 - QUIMICA COMERCIAL ANDINA S.A.S;860.039.444-6 - QUIMICA COMERCIAL ANDINA S.A.S;17
2023-02-10 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2014;COLCX-14-0017-2014;COLCX-14-0017-2014-432-443;Compensación voluntaria;900.903.717-2 - SYRUS QCA S.A.S.;900.903.717-2 - SYRUS QCA S.A.S.;12
2023-01-30 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2222-2235;Compensación voluntaria;802.020.796-9 - AB GERENCIA INTEGRAL DE OBRAS Y CIA;802.020.796-9 - AB GERENCIA INTEGRAL DE OBRAS Y CIA;14
2023-01-30 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2236-2249;Compensación voluntaria;802.016.800-5 - HC Y C CONSTRUCTOR S.A.S.;802.016.800-5 - HC Y C CONSTRUCTOR S.A.S.;14
2023-01-30 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2250-2253;Compensación voluntaria;901.324.803-7 - CONSORCIO ALFA2019- FAJAS MYD CREDITO;901.324.803-7 - CONSORCIO ALFA2019- FAJAS MYD CREDITO;4
2023-01-17 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2177-2221;Compensación voluntaria;860.024.586-8 - PAVIMENTOS COLOMBIA;860.024.586-8 - PAVIMENTOS COLOMBIA;45
2022-12-26 0:00:00;PROYECTO FORESTAL CO2CERO CAUCHO EL VIENTO;2016;COLCX-14-0017-2016;COLCX-14-0017-2016-2045-2064;Compensación voluntaria;890.929.877-1 - COMPASS GROUP SERVICES COLOMBIA S.A.;890.929.877-1 - COMPASS GROUP SERVICES COLOMBIA S.A.;20
